name,label,author_id,type
朱玲,哈尔滨工程大学自动化学院,552,person
张浩鹏,哈尔滨工程大学自动化学院,553,person
向阳琴,湖南大学电气与信息工程学院,554,person
王聪,湖南大学电气与信息工程学院,555,person
蔡文彬,南京师范大学计算机科学与技术学院,556,person
朱庆保,江苏省信息安全保密技术工程研究中心,557,person
刘伟,合肥工业大学电气与自动化工程学院,558,person
王建平,合肥工业大学电气与自动化工程学院,559,person
张崇巍,合肥工业大学电气与自动化工程学院,560,person
国海涛,鲁东大学现代教育技术部,561,person
李梅,鲁东大学现代教育技术部,562,person
杨文潮,鲁东大学现代教育技术部,563,person
苏庆堂,鲁东大学现代教育技术部,564,person
朱庆保,鲁东大学现代教育技术部,565,person
刘山,浙江大学工业控制技术国家重点实验室,566,person
梁文君,浙江大学工业控制技术国家重点实验室,567,person
金英连,中国计量学院机电工程学院,568,person
王斌锐,中国计量学院机电工程学院,569,person
吴善强,中国计量学院机电工程学院,570,person
谢岚,湖南大学电气与信息工程学院,571,person
赵国瑞,湖南大学电气与信息工程学院,572,person
王晓娟,浙江大学流体传动及控制国家重点实验室,573,person
王宣银,浙江大学流体传动及控制国家重点实验室,574,person
毕盛,华南理工大学计算机科学与工程学院,575,person
闵华清,华南理工大学计算机科学与工程学院,576,person
陈强,华南理工大学计算机科学与工程学院,577,person
李宗玮,南开大学信息技术科学学院,578,person
孙雷,南开大学机器人所,579,person
高雷,临沂大学信息学院,580,person
丘柳东,重庆大学自动化学院,581,person
王牛,重庆大学自动化学院,582,person
李祖枢,重庆大学自动化学院,583,person
税海涛,国防科技大学机电工程与自动化学院,584,person
杨庆,国防科技大学机电工程与自动化学院,585,person
李迅,国防科技大学机电工程与自动化学院,586,person
马宏绪,国防科技大学机电工程与自动化学院,587,person
沈春生,湖南大学电气与信息工程学院,588,person
侯艳丽,商丘师范学院计算机科学系,589,person
厚之成,重庆大学智能自动化研究所,590,person
罗荣贵,上海大学机电工程与自动化学院,591,person
屠大维,上海大学机电工程与自动化学院,592,person
胡金东,江南大学通信与控制工程学院,593,person
刘国栋,江南大学通信与控制工程学院,594,person
马千知,陕西师范大学计算机科学学院,595,person
雷秀娟,陕西师范大学计算机科学学院,596,person
崔靖,南京师范大学计算机科学与技术学院,597,person
朱庆保,南京师范大学计算机科学与技术学院,598,person
王娟,南京师范大学计算机科学与技术学院,599,person
黎波,西南科技大学信息工程学院,600,person
李磊民,西南科技大学国防科技学院,601,person
刘英卓,南京财经大学电子商务实验室,602,person
李夏,郑州大学信息工程学院,603,person
张云洲,郑州大学信息工程学院,604,person
徐开勇,郑州大学信息工程学院,605,person
范冠廷,郑州大学信息工程学院,606,person
赵学萍,天津工业大学信息与通信工程学院,607,person
汪剑鸣,天津工业大学信息与通信工程学院,608,person
刘海亭,天津工业大学信息与通信工程学院,609,person
魏志莲,天津工业大学信息与通信工程学院,610,person
李国栋,山东大学控制科学与工程学院,611,person
田国会,山东大学控制科学与工程学院,612,person
周风余,山东大学控制科学与工程学院,613,person
薛英花,山东大学控制科学与工程学院,614,person
厉虹,北京信息科技大学电气工程系,615,person
张甜,北京信息科技大学电气工程系,616,person
安雷,第二炮兵工程学院301教研室,617,person
张国良,第二炮兵工程学院301教研室,618,person
汤文俊,第二炮兵工程学院301教研室,619,person
裴九芳,安徽工程大学机械与汽车工程学院,620,person
王海,安徽工程大学机械与汽车工程学院,621,person
许德章,安徽工程大学机械与汽车工程学院,622,person
蔡建羡,防灾科技学院防灾仪器系,623,person
奥顿,北京工业大学电子信息与控制工程学院,624,person
王娟,空军工程大学电讯工程学院,625,person
吴宪祥,空军工程大学电讯工程学院,626,person
郭宝龙,空军工程大学电讯工程学院,627,person
何少佳,桂林电子科技大学机电工程学院,628,person
刘子扬,桂林电子科技大学机电工程学院,629,person
吴俊君,广东食品药品职业学院,630,person
胡国生,广东食品药品职业学院,631,person
朱克武,广东食品药品职业学院,632,person
陈光明,广东工业大学计算机学院,633,person
曾碧,广东工业大学计算机学院,634,person
吕凌,广东工业大学计算机学院,635,person
黄永龙,厦门大学信息科学与技术学院,636,person
仲训昱,厦门大学信息科学与技术学院,637,person
陈树斌,广东工业大学自动化学院,638,person
陈玮,广东工业大学自动化学院,639,person
李剑平,广东工业大学自动化学院,640,person
黄麟,无锡职业技术学院,641,person
奚茂龙,无锡职业技术学院,642,person
孙俊,无锡职业技术学院,643,person
洪鹰,天津大学机械工程学院,644,person
王乐,天津大学机械工程学院,645,person
姜香菊,兰州交通大学自动化与电气工程学院,646,person
刘二林,兰州交通大学机电工程学院,647,person
曹洁,兰州理工大学计算机与通信学院,648,person
朱宁宁,兰州理工大学计算机与通信学院,649,person
李树荣,中国石油大学(华东)信息与控制工程学院,650,person
马慧超,中国石油大学(华东)信息与控制工程学院,651,person
矫德余,中国石油大学(华东)信息与控制工程学院,652,person
董本志,东北林业大学信息与计算机工程学院,653,person
任惠娟,东北林业大学信息与计算机工程学院,654,person
任洪娥,东北林业大学信息与计算机工程学院,655,person
孙涛,天津工业大学电气工程与自动化学院,656,person
师五喜,天津工业大学电气工程与自动化学院,657,person
杜中栋,山东大学控制科学与工程学院,658,person
刘志勇,山东大学控制科学与工程学院,659,person
曾现峰,中国矿业大学 信息与电气工程学院,660,person
张扬名,湘潭大学信息工程学院,661,person
刘国荣,湖南工程学院,662,person
卢恩超,西北大学信息科学与技术学院,663,person
陈友辉,湖南大学电气与信息工程学院,664,person
肖赞,湖南大学电气与信息工程学院,665,person
董潇健,湖南大学电气与信息工程学院,666,person
李艳东,齐齐哈尔大学计算机与控制工程学院,667,person
朱玲,齐齐哈尔大学计算机与控制工程学院,668,person
孙明,齐齐哈尔大学计算机与控制工程学院,669,person
陈磊,第二炮兵工程大学,670,person
张国良,第二炮兵工程大学,671,person
张维平,第二炮兵工程大学,672,person
敬斌,第二炮兵工程大学,673,person
王全,国防科学技术大学自动化研究所,674,person
王维,国防科学技术大学自动化研究所,675,person
李焱,国防科学技术大学自动化研究所,676,person
刘大学,国防科学技术大学自动化研究所,677,person
胡启祥,浙江交通职业技术学院机电学院,678,person
瞿心昱,浙江交通职业技术学院机电学院,679,person
何志,湖南大学电气与信息工程学院控制科学与工程系,680,person
谭建豪,湖南大学电气与信息工程学院控制科学与工程系,681,person
郑小丽,湖南大学电气与信息工程学院,682,person
杨唐胜,湖南大学电气与信息工程学院,683,person
靳海洋,湖南大学电气与信息工程学院,684,person
王立盛,湖南大学电气与信息工程学院,685,person
刘康克,上海海事大学航运技术与控制工程交通行业重点实验室,686,person
熊亚洲,上海海事大学航运技术与控制工程交通行业重点实验室,687,person
李刚,上海海事大学航运技术与控制工程交通行业重点实验室,688,person
王建华,上海海事大学航运技术与控制工程交通行业重点实验室,689,person
吕战永,辽宁石油化工大学信息与控制工程学院,690,person
曹江涛,辽宁石油化工大学信息与控制工程学院,691,person
万晓凤,南昌大学信息工程学院,692,person
胡伟,南昌大学信息工程学院,693,person
方武义,南昌大学信息工程学院,694,person
郑博嘉,南昌大学信息工程学院,695,person
李春光,江南大学物联网工程学院,696,person
刘国栋,常州工学院计算机信息工程学院,697,person
郭新年,江南大学轻工过程先进控制教育部重点实验室,698,person
白瑞林,江南大学轻工过程先进控制教育部重点实验室,699,person
王秀平,江南大学轻工过程先进控制教育部重点实验室,700,person
刘子腾,江南大学轻工过程先进控制教育部重点实验室,701,person
李文波,湖南大学电气与信息工程学院,702,person
金娟,湖南大学电气与信息工程学院,703,person
贠今天,天津市现代机电装备技术重点实验室,704,person
许立磊,天津市现代机电装备技术重点实验室,705,person
桑宏强,天津市现代机电装备技术重点实验室,706,person
罗俊芝,装甲兵工程学院基础部,707,person
杨万利,装甲兵工程学院基础部,708,person
李红燕,装甲兵工程学院基础部,709,person
刘艳霞,装甲兵工程学院基础部,710,person
闫文才,江南大学轻工过程先进控制教育部重点实验室,711,person
李新,江南大学轻工过程先进控制教育部重点实验室,712,person
李龙澍,安徽大学计算智能与信号处理教育部重点实验室,713,person
方园,安徽大学计算智能与信号处理教育部重点实验室,714,person
李新,信息与控制实验教学中心,715,person
白瑞林,无锡信捷电气有限公司,716,person
陆娜,山东大学控制科学与工程学院,717,person
路飞,山东大学控制科学与工程学院,718,person
张伟,山东大学控制科学与工程学院,719,person
王汐,湖南科技大学信息与电气工程学院,720,person
周少武,湖南科技大学信息与电气工程学院,721,person
曾照福,湖南科技大学信息与电气工程学院,722,person
陈微,湖南科技大学信息与电气工程学院,723,person
周游,湖南科技大学信息与电气工程学院,724,person
王洪泉,天津工业大学电气工程及自动化学院,725,person
师五喜,天津工业大学电气工程及自动化学院,726,person
常绍平,天津工业大学电气工程及自动化学院,727,person
修春波,天津工业大学电气工程及自动化学院,728,person
孟宪全,天津市现代机电装备技术重点实验室,729,person
杨向红,天津市现代机电装备技术重点实验室,730,person
曾明如,南昌大学信息工程学院,731,person
徐小勇,南昌大学信息工程学院,732,person
刘亮,南昌大学信息工程学院,733,person
罗浩,南昌大学信息工程学院,734,person
徐志敏,南昌大学信息工程学院,735,person
许凡,江南大学轻工过程先进控制教育部重点实验室,736,person
过志强,江南大学轻工过程先进控制教育部重点实验室,737,person
苏学满,安徽工程大学机械与汽车工程学院,738,person
孙丽丽,安徽工程大学机器人产业技术研究院,739,person
陈世明,华东交通大学电气与电子工程学院,740,person
丁贤达,华东交通大学电气与电子工程学院,741,person
化俞新,华东交通大学电气与电子工程学院,742,person
张杰,南京农业大学工学院,743,person
姬长英,南京农业大学工学院,744,person
顾宝兴,南京农业大学工学院,745,person
沈子尧,南京农业大学工学院,746,person
董芒,南京农业大学工学院,747,person
赵登步,江南大学轻工过程先进控制教育部重点实验室,748,person
白瑞林,信息与控制实验教学中心,749,person
李新,无锡信捷电气有限公司,750,person
雷霆,第二炮兵工程大学,751,person
汤文俊,第二炮兵工程大学,752,person
孙一杰,第二炮兵工程大学,753,person
郑来芳,湖南大学电气与信息工程学院,754,person
欧阳明华,湖南大学电气与信息工程学院,755,person
李飞,湖南大学电气与信息工程学院,756,person
王铭,高可靠嵌入式系统技术北京市工程研究中心电子系统可靠性技术北京市重点实验室,757,person
王瑞,高可靠嵌入式系统技术北京市工程研究中心电子系统可靠性技术北京市重点实验室,758,person
李晓娟,高可靠嵌入式系统技术北京市工程研究中心电子系统可靠性技术北京市重点实验室,759,person
关永,高可靠嵌入式系统技术北京市工程研究中心电子系统可靠性技术北京市重点实验室,760,person
张杰,高可靠嵌入式系统技术北京市工程研究中心电子系统可靠性技术北京市重点实验室,761,person
魏洪兴,高可靠嵌入式系统技术北京市工程研究中心电子系统可靠性技术北京市重点实验室,762,person
吕金秋,上海工程技术大学电子电气工程学院,763,person
游晓明,上海工程技术大学电子电气工程学院,764,person
刘升,上海工程技术大学电子电气工程学院,765,person
刘锴,上海工程技术大学电子电气工程学院,766,person
李连中,华南理工大学机械与汽车工程学院,767,person
翟敬梅,华南理工大学机械与汽车工程学院,768,person
何海洋,华南理工大学机械与汽车工程学院,769,person
何元烈,广东工业大学计算机学院,770,person
徐扣,广东工业大学计算机学院,771,person
韩奉林,中南大学高性能复杂制造国家重点实验室,772,person
江晓磊,中南大学高性能复杂制造国家重点实验室,773,person
严宏志,中南大学高性能复杂制造国家重点实验室,774,person
高赢,湘潭大学信息工程学院机器人视觉感知与控制技术国家工程实验室,775,person
张莹,湘潭大学信息工程学院机器人视觉感知与控制技术国家工程实验室,776,person
闫璠,湘潭大学信息工程学院机器人视觉感知与控制技术国家工程实验室,777,person
涂勇涛,湘潭大学信息工程学院机器人视觉感知与控制技术国家工程实验室,778,person
张东波,湘潭大学信息工程学院机器人视觉感知与控制技术国家工程实验室,779,person
李庆香,重庆文理学院软件工程学院,780,person
赵晓飞,重庆文理学院经济管理学院,781,person
王军华,上海大学通信与信息工程学院,782,person
李丁,上海大学通信与信息工程学院,783,person
刘盛鹏,上海大学通信与信息工程学院,784,person
应文杰,南昌大学信息工程学院,785,person
徐开,南昌大学信息工程学院,786,person
徐少平,南昌大学信息工程学院,787,person
桑宏强,天津工业大学机械工程学院,788,person
陈发,天津工业大学机械工程学院,789,person
刘芬,天津工业大学机械工程学院,790,person
杨铖浩,天津工业大学机械工程学院,791,person
许丽萍,天津工业大学机械工程学院,792,person
李庆,华侨大学工业智能化技术与系统福建省高校工程研究中心,793,person
郑力新,华侨大学工业智能化技术与系统福建省高校工程研究中心,794,person
潘书万,华侨大学工业智能化技术与系统福建省高校工程研究中心,795,person
张裕坤,华侨大学工业智能化技术与系统福建省高校工程研究中心,796,person
谢一首,华侨大学工业智能化技术与系统福建省高校工程研究中心,797,person
熊志恒,武汉科技大学冶金自动化与检测技术教育部工程研究中心,798,person
闵华松,武汉科技大学冶金自动化与检测技术教育部工程研究中心,799,person
谢宏,湖南大学电气与信息工程学院自动化系,800,person
向启均,湖南大学电气与信息工程学院自动化系,801,person
陈海滨,湖南大学电气与信息工程学院自动化系,802,person
张小刚,湖南大学电气与信息工程学院自动化系,803,person
杨鹏,湖南大学电气与信息工程学院自动化系,804,person
张爱林,湖南大学电气与信息工程学院自动化系,805,person
李云峰,湖南大学电气与信息工程学院自动化系,806,person
田勇,廊坊市人民防空办公室,807,person
王欢,北华航天工业学院科学技术处,808,person
张云峰,北华航天工业学院计算机与遥感信息技术学院,809,person
康代轲,同济大学机械与能源工程学院,810,person
陈明,同济大学中德工程学院,811,person
郭文县,哈尔滨工程大学自动化学院,812,person
高晨曦,哈尔滨工程大学自动化学院,813,person
张智,哈尔滨工程大学自动化学院,814,person
张磊,哈尔滨工程大学自动化学院,815,person
李珣,西安工程大学电子信息学院,816,person
刘丽,西安工程大学电子信息学院,817,person
洪良,西安工程大学电子信息学院,818,person
王晓华,西安工程大学电子信息学院,819,person
李波,云南大学信息学院,820,person
薛端,云南大学信息学院,821,person
黄鑫,云南大学信息学院,822,person
贠今天,天津工业大学机械工程学院,823,person
郑争光,四川理工学院自动化与信息工程学院,824,person
任小洪,四川理工学院自动化与信息工程学院,825,person
程亚军,四川理工学院自动化与信息工程学院,826,person
常政威,四川理工学院自动化与信息工程学院,827,person
李黎,航天科技集团九院16所,828,person
尚俊云,航天科技集团九院16所,829,person
冯艳丽,航天科技集团九院16所,830,person
淮亚文,航天科技集团九院16所,831,person
刘鹏飞,西安交通大学电子与信息工程学院,832,person
韩九强,西北工业学校,833,person
段延礼,西北工业学校 陕西西安710049,834,person
姚俊,陕西兴平713100,835,person
王月明,燕山大学信息科学与工程学院 河北秦皇岛066004,836,person
赵立强,内蒙古科技大学理学院,837,person
陈修龙,山东科技大学机电学院,838,person
赵永生,燕山大学机械工程学院,839,person
邓昱,山东科技大学图书馆 山东青岛266510,840,person
王远,西北工业大学管理学院 陕西西安710072,841,person
孙汉旭,北京邮电大学计算机科学与技术学院,842,person
贾庆轩,北京邮电大学计算机科学与技术学院,843,person
郑一力,北京邮电大学计算机科学与技术学院,844,person
程时端,北京邮电大学计算机科学与技术学院,845,person
张均富,四川大学制造科学与工程学院,846,person
王杰,四川大学制造科学与工程学院,847,person
徐礼钜,四川大学制造科学与工程学院,848,person
王文玺,西南交通大学机械工程学院,849,person
肖世德,西南交通大学机械工程学院,850,person
孟祥印,西南交通大学机械工程学院,851,person
陈应松,西南交通大学机械工程学院,852,person
张卫华,西南交通大学机械工程学院,853,person
李鹏,西北工业大学管理学院,854,person
尹湘云,四川大学制造科学与工程学院,855,person
殷鹰,四川大学制造科学与工程学院,856,person
胡晓兵,四川大学制造科学与工程学院,857,person
殷国富,四川大学制造科学与工程学院,858,person
段艳宾,燕山大学机械工程学院,859,person
梁顺攀,燕山大学机械工程学院,860,person
李聪,燕山大学机械工程学院,861,person
梁捷,福州大学机械工程及自动化学院,862,person
陈力,福建省制造业数字化设计工程研究中心,863,person
梁频,中国空气动力研究与发展中心低速空气动力研究所,864,person
单以才,南京信息职业技术学院机电学院,865,person
何宁,南京信息职业技术学院机电学院,866,person
李亮,南京信息职业技术学院机电学院,867,person
杨煜俊,广东工业大学广东省计算机集成制造重点实验室,868,person
龙传泽,广东工业大学广东省计算机集成制造重点实验室,869,person
陶宇,广东工业大学广东省计算机集成制造重点实验室,870,person
韩金,北京化工大学机电工程学院,871,person
陈国华,北京化工大学机电工程学院,872,person
张爱军,北京化工大学机电工程学院,873,person
周卫华,台州职业技术学院自动化研究所,874,person
王班,台州职业技术学院自动化研究所,875,person
郭吉丰,台州职业技术学院自动化研究所,876,person
郑坤明,江南大学机械工程学院,877,person
张秋菊,江苏省食品先进制造装备技术重点实验室,878,person
徐立云,同济大学现代制造技术研究所,879,person
蔡炳杰,同济大学现代制造技术研究所,880,person
杨连生,同济大学现代制造技术研究所,881,person
李爱平,同济大学现代制造技术研究所,882,person
许勇,上海工程技术大学机械工程学院,883,person
程浩,上海工程技术大学机械工程学院,884,person
王鑫,上海工程技术大学机械工程学院,885,person
陈友东,北京航空航天大学机械工程及自动化学院,886,person
郭佳鑫,北京航空航天大学机械工程及自动化学院,887,person
刘嘉蕾,北京航空航天大学机械工程及自动化学院,888,person
陶永,北京航空航天大学机械工程及自动化学院,889,person
王万良,浙江工业大学计算机科学与技术学院,890,person
朱炎亮,浙江工业大学计算机科学与技术学院,891,person
王铮,浙江工业大学计算机科学与技术学院,892,person
屠海龙,浙江工业大学计算机科学与技术学院,893,person
张丹露,中国科学院大学计算机控制学院,894,person
孙小勇,中国科学院大学计算机控制学院,895,person
傅顺,中国科学院大学计算机控制学院,896,person
郑彬,中国科学院大学计算机控制学院,897,person
郑华栋,大连理工大学机械工程学院,898,person
丛明,大连理工大学机械工程学院,899,person
刘毅,大连理工大学机械工程学院,900,person
董航,大连理工大学机械工程学院,901,person
刘冬,大连理工大学机械工程学院,902,person
王鸿鹏,哈尔滨工业大学计算机系,903,person
洪炳熔,哈尔滨工业大学计算机系,904,person
李华忠,哈尔滨工业大学计算机系,905,person
唐好选,哈尔滨工业大学计算机系,906,person
褚海涛,哈尔滨工业大学计算机科学与工程系,907,person
洪炳熔,哈尔滨工业大学计算机科学与工程系,908,person
高全胜,哈尔滨工业大学计算机科学与工程系,909,person
王月海,哈尔滨工业大学计算机科学与工程系,910,person
汤双清,武汉水利电力大学 机械学院,911,person
Michel DUPAS,Valenciennes University,912,person
刘永红,石油大学机电系,913,person
杨毅,石油大学机电系,914,person
李庆云,石油大学机电系,915,person
刘传才,福州大学计算机科学与技术系,916,person
杨静宇,南京理工大学计算机科学与工程系 福建福州350002,917,person
孟伟,哈尔滨工业大学计算机系智能机器人研究室,918,person
汤双清,华中科技大学机械学院,919,person
付建科,三峡大学机械学院,920,person
施仲光,华中科技大学机械学院 湖北武汉430074,921,person
廖道训,湖北宜昌443002,922,person
屈彦呈,哈尔滨工业大学控制科学与工程系,923,person
王常虹,哈尔滨工业大学控制科学与工程系,924,person
庄显义,哈尔滨工业大学控制科学与工程系,925,person
金飞虎,哈尔滨工业大学计算机学院,926,person
洪炳熔,哈尔滨工业大学计算机学院,927,person
柳长安,哈尔滨工业大学计算机学院,928,person
高庆吉,哈尔滨工业大学计算机学院,929,person
马力波,重庆大学自动化学院,930,person
黄席樾,重庆大学自动化学院 重庆400044贵州广播电视大学理工教学部,931,person
陈东义,贵州贵阳550004,932,person
何传江,重庆400044,933,person
吴宏途,福建师范大学,934,person
严闪,福建师范大学 福建福州350007,935,person
谷学静,北京科技大学信息工程学院,936,person
石志国,北京科技大学信息工程学院,937,person
王志良,北京科技大学信息工程学院,938,person
梁冰,哈尔滨工业大学计算机信息科学系,939,person
洪炳熔,哈尔滨工业大学计算机信息科学系 黑龙江哈尔滨150001,940,person
林晋,华北电力大学计算机科学与技术系,941,person
柳长安,华北电力大学计算机科学与技术系,942,person
吴克河,华北电力大学计算机科学与技术系,943,person
徐燕,华北电力大学计算机科学与技术系,944,person
刘克勤,华北电力大学计算机科学与技术系,945,person
贺继林,上海交通大学机器人研究所,946,person
王春香,上海交通大学机器人研究所,947,person
杨汝清,上海交通大学机器人研究所,948,person
田华阁,上海交通大学机器人研究所,949,person
凌凤琪,华北电力大学计算机科学与技术系,950,person
鲍国超,华北电力大学计算机科学与技术系,951,person
李淑琴,南京理工大学计算机系,952,person
唐振民,南京理工大学计算机系,953,person
赵春霞,南京理工大学计算机系,954,person
杨静宇,南京理工大学计算机系,955,person
宋道金,山东理工大学计算机学院,956,person
李宏涛,山东省科学院,957,person
李彩虹,山东理工大学计算机学院 山东淄博255091,958,person
肖爱梅,山东济南250014,959,person
顿文力,中国海洋大学计算机科学系,960,person
孟庆春,中国海洋大学计算机科学系 山东青岛266071,961,person
庄晓东,山东青岛266071清华大学智能技术与系统国家重点实验室北京100084,962,person
马雪英,浙江财经学院信息管理系,963,person
何臻峰,浙江大学计算机科学系,964,person
林兰芬,浙江大学计算机科学系 浙江 杭州 310012,965,person
曹自洋,郑州工程学院机电工程系,966,person
郝矿荣,东华大学信息学院 河南 郑州 450052,967,person
刘永,南京理工大学材料系,968,person
王克鸿,南京理工大学计算机系 江苏南京210094南京理工大学计算机系江苏南京210094,969,person
杨静宇,江苏南京210094,970,person
赵丽媛,华北电力大学计算机科学与技术系,971,person
柳长安,华北电力大学计算机科学与技术系 北京102206,972,person
张友,上海交通大学机器人研究所,973,person
栾楠,上海交通大学机器人研究所,974,person
刘宝生,上海交通大学机器人研究所,975,person
李彩虹,山东大学控制科学与工程学院,976,person
李贻斌,山东大学控制科学与工程学院 山东济南250061 山东理工大学计算机科学与技术学院,977,person
曹成才,四川大学制造科学与工程学院,978,person
姚进,四川大学制造科学与工程学院,979,person
王强,四川大学制造科学与工程学院,980,person
刘玲,湖南大学智能自动化重点实验室,981,person
王耀南,湖南大学智能自动化重点实验室,982,person
况菲,湖南大学智能自动化重点实验室,983,person
张辉,湖南大学智能自动化重点实验室,984,person
赵先章,中国科学院自动化研究所,985,person
常红星,中国科学院自动化研究所,986,person
曾隽芳,中国科学院自动化研究所,987,person
高一波,中国科学院自动化研究所,988,person
尹怡欣,北京科技大学信息工程学院 北京100083,989,person
涂序彦,山东工商学院信息与电子工程学院,990,person
孙铁强,山东烟台264005,991,person
王东署,郑州大学 电气工程学院,992,person
迟健男,北京科技大学 信息工程学院 郑州450001,993,person
张平,华南理工大学 计算机科学与工程学院,994,person
杨时杰,哈尔滨工业大学 深圳研究院 广州 510640,995,person
梁斌,广东 深圳 518057,996,person
郝宗波,哈尔滨工业大学计算机科学与技术学院,997,person
黄庆成,哈尔滨工业大学计算机科学与技术学院,998,person
朱法强,北京科技大学信息工程学院,999,person
于金霞,河南理工大学计算机科学与技术学院,1000,person
蔡自兴,中南大学信息科学与工程学院,1001,person
段琢华,中南大学信息科学与工程学院 河南焦作454003,1002,person
张幼明,北京科技大学信息工程学院,1003,person
刘关俊,中南大学信息科学与工程学院 长沙410083,1004,person
张文丙,郑州大学电气工程学院 郑州450001,1005,person
宋洪军,山东大学控制科学与工程学院机器人中心,1006,person
马昕,山东大学控制科学与工程学院机器人中心,1007,person
李贻斌,山东大学控制科学与工程学院机器人中心,1008,person
贾磊,山东大学控制科学与工程学院机器人中心,1009,person
张永强,安徽工业大学计算机学院 安徽马鞍山243002,1010,person
周风余,山东大学控制科学与工程学院机器人中心,1011,person
薛晗,国防科学技术大学机电工程与自动化学院,1012,person
陶溢,国防科学技术大学机电工程与自动化学院 长沙410073,1013,person
马宏绪,解放军武汉军械士官学校,1014,person
李雪,长安大学电子与控制工程学院,1015,person
贺昱曜,长安大学电子与控制工程学院,1016,person
闫茂德,长安大学电子与控制工程学院,1017,person
张亚鸣,中南大学信息科学与工程学院,1018,person
雷小宇,中南大学信息科学与工程学院,1019,person
杨胜跃,中南大学信息科学与工程学院,1020,person
樊晓平,中南大学信息科学与工程学院,1021,person
瞿志华,中南大学信息科学与工程学院,1022,person
贾占朝,中南大学信息科学与工程学院,1023,person
庞永杰,哈尔滨工程大学船舶工程学院,1024,person
唐旭东,哈尔滨工程大学船舶工程学院,1025,person
刘庆波,北京工业大学机电学院,1026,person
余跃庆,北京工业大学机电学院,1027,person
苏丽颖,北京工业大学机电学院,1028,person
张恒,华东交通大学信息工程学院,1029,person
刘艳丽,华东交通大学信息工程学院,1030,person
樊晓平,华东交通大学信息工程学院,1031,person
瞿志华,华东交通大学信息工程学院,1032,person
梁永生,深圳信息职业技术学院软件工程系,1033,person
洪炳熔,深圳信息职业技术学院软件工程系,1034,person
阮晓钢,北京工业大学电子信息与控制工程学院,1035,person
任红格,北京工业大学电子信息与控制工程学院,1036,person
练家乐,广东工业大学自动化学院,1037,person
潘薇,中南大学信息科学与工程学院,1038,person
陈白帆,中南大学信息科学与工程学院,1039,person
余伶俐,中南大学信息科学与工程学院,1040,person
任孝平,中南大学信息科学与工程学院,1041,person
卢薇薇,中南大学信息科学与工程学院,1042,person
张洪宇,国防科学技术大学机电工程与自动化学院自动化所,1043,person
徐昕,国防科学技术大学机电工程与自动化学院自动化所,1044,person
张鹏程,国防科学技术大学机电工程与自动化学院自动化所,1045,person
刘春明,国防科学技术大学机电工程与自动化学院自动化所,1046,person
宋金泽,国防科学技术大学机电工程与自动化学院自动化所,1047,person
房芳,东南大学自动化学院复杂工程系统测量与控制教育部重点实验室,1048,person
马旭东,东南大学自动化学院复杂工程系统测量与控制教育部重点实验室,1049,person
戴先中,东南大学自动化学院复杂工程系统测量与控制教育部重点实验室,1050,person
袁湘鹏,中南大学信息科学与工程学院,1051,person
刘利枚,中南大学信息科学与工程学院,1052,person
徐海伟,中国海洋大学信息学院电子系,1053,person
殷波,中国海洋大学信息学院电子系,1054,person
徐涛,中国海洋大学信息学院电子系,1055,person
邹磊,中南大学信息科学与工程学院,1056,person
刘玉芹,沈阳化工学院信息工程学院,1057,person
曹景兴,沈阳新松机器人有限公司,1058,person
杨晶东,上海理工大学光电信息与计算机工程学院,1059,person
杨敬辉,哈尔滨工业大学计算机科学与工程学院,1060,person
洪炳镕,上海第二工业大学经济管理学院,1061,person
陈涛,河北工业大学机械工程学院,1062,person
张明路,河北工业大学机械工程学院,1063,person
付灵丽,河北工业大学机械工程学院,1064,person
孙晋,华东交通大学信息工程学院,1065,person
严乔,华南理工大学电子与信息学院,1066,person
金连文,华南理工大学电子与信息学院,1067,person
吴培良,燕山大学信息科学与工程学院,1068,person
柯文德,茂名学院计算机科学与技术系,1069,person
蔡则苏,茂名学院计算机科学与技术系,1070,person
李家兰,茂名学院计算机科学与技术系,1071,person
苑召国,广东工业大学自动化学院,1072,person
胡喜玲,鲁东大学信息科学与工程学院,1073,person
国海涛,鲁东大学信息科学与工程学院,1074,person
蒲兴成,重庆邮电大学数理学院,1075,person
张军,重庆邮电大学数理学院,1076,person
张毅,重庆邮电大学数理学院,1077,person
王浩,合肥工业大学计算机与信息学院,1078,person
年士瑞,合肥工业大学计算机与信息学院,1079,person
方宝富,合肥工业大学计算机与信息学院,1080,person
王国庆,合肥工业大学计算机与信息学院,1081,person
韩无盐,合肥工业大学计算机与信息学院,1082,person
党培,燕山大学信息科学与工程学院,1083,person
谭云福,燕山大学信息科学与工程学院,1084,person
申利民,燕山大学信息科学与工程学院,1085,person
柯文德,广东石油化工学院计算机科学与技术系,1086,person
蔡则苏,广东石油化工学院计算机科学与技术系,1087,person
彭志平,广东石油化工学院计算机科学与技术系,1088,person
钟秋波,广东石油化工学院计算机科学与技术系,1089,person
朴松昊,广东石油化工学院计算机科学与技术系,1090,person
张毅,重庆邮电大学智能系统及机器人研究所,1091,person
赵黎明,重庆邮电大学智能系统及机器人研究所,1092,person
罗元,重庆邮电大学智能系统及机器人研究所,1093,person
钟珊,常熟理工学院计算机科学与工程学院,1094,person
常晋义,常熟理工学院计算机科学与工程学院,1095,person
刘一松,常熟理工学院计算机科学与工程学院,1096,person
殷旭东,常熟理工学院计算机科学与工程学院,1097,person
